x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,y_0,domain
-24.099562,0.35440588,-5.882655,-3.5928745,-1.5676498,-6.8776326,1.3793595,8.74407,12.429417,13.08291,-13.094378,4.243828,-6.763913,-13.378026,21.536074,8.27631,17.622284,-7.247286,-2.1029377,-8.944525,-16.785349,7.325321,-8.218257,3.6997151,0.08025813,-16.29287,-12.057033,26.62579,5.6431894,-8.154806,10.695776,3.0267391,2.4012628,12.354225,-6.787129,8.370046,-0.89915967,24.755314,6.201636,-3.181934,8.8910475,7.381236,-17.609627,3.7130263,1.4455044,20.467379,13.328476,5.9510827,15.111497,-32.653385,-4.80633,1.7883554,-2.8837187,-2.3445334,-0.084268406,-4.4663744,0.74117607,-3.5327144,0.8930554,1.9975836,0.626714,0
0.49705362,15.200957,2.666031,-15.29144,5.5338,-8.902803,9.942484,-21.303152,25.60669,8.87726,-12.977334,12.581592,5.466305,9.446966,-26.61267,4.495417,-6.534919,5.847942,-8.8265705,-11.519067,16.796453,27.851854,17.36102,-2.8738625,-24.835415,-15.679135,-2.7609797,3.1790051,8.470819,4.453309,-0.6987343,9.264694,7.790989,-19.6078,5.719683,-5.4997535,4.5997324,34.744488,-10.270182,6.428686,-10.18302,16.887093,12.598707,-8.189676,-17.514133,-3.8335505,0.09335923,2.7073035,-15.093325,20.821148,-4.80633,1.7883554,-2.8837187,-2.3445334,-0.084268406,-4.4663744,0.74117607,-3.5327144,0.8930554,1.9975836,0.88904226,0
-3.863688,0.6343057,8.2573395,-15.377411,-14.999759,-23.344343,7.3461466,14.212027,6.340786,0.6792113,14.590422,-5.5233507,-9.425835,14.857848,-22.76652,17.093985,16.756317,-2.9374542,-16.755093,-19.08631,28.086697,-4.1741157,-6.35723,11.498875,32.89153,20.225388,-9.382666,2.0479102,-26.028694,11.76833,6.1836905,8.305117,-16.340982,10.90215,23.384039,-8.666816,-1.2421644,-22.163492,-1.132657,14.953673,26.161604,10.5242,-6.17731,2.0721173,18.207144,0.61289465,-1.802288,-15.391401,4.569543,-0.27100658,-4.80633,1.7883554,-2.8837187,-2.3445334,-0.084268406,-4.4663744,0.74117607,-3.5327144,0.8930554,1.9975836,0.01266548,0
-12.606797,6.7160864,-2.854055,-0.8028674,-5.1730337,-5.3666124,9.662845,-6.0581646,10.341272,-20.270092,5.0259533,2.959762,-1.7501255,9.316605,-1.034559,-12.944535,-4.301452,4.871813,0.77827096,10.653981,-5.671233,-8.295725,-27.491074,-5.9433584,3.1778193,25.378748,-8.66226,-12.656504,4.2424936,35.099953,10.869328,7.727037,3.423707,1.1361731,3.1714072,-9.760242,5.032077,-7.3148017,-9.44121,-13.737271,-13.006477,-19.062576,-6.615774,-14.29706,11.089667,15.544321,8.087282,-14.598551,12.294088,-1.260201,-4.80633,1.7883554,-2.8837187,-2.3445334,-0.084268406,-4.4663744,0.74117607,-3.5327144,0.8930554,1.9975836,0.22078826,0
14.234594,6.7013826,-10.315315,-3.0489073,-4.8292127,-11.317808,7.729389,1.0523354,-0.97908926,9.214243,-19.639006,2.6712976,1.830754,-4.0781765,17.26674,1.8463688,19.205122,-12.656117,7.251256,-2.007897,10.175629,0.3775692,-19.10815,0.5330399,20.095396,7.281436,-19.39488,-11.651344,-4.1736035,-5.6161647,-13.074015,6.502392,12.740822,-8.928772,7.4118147,-4.9874935,-7.5363064,6.475126,-19.552826,-7.1433754,-5.3530884,4.4084864,14.1122265,-10.800776,-9.958652,25.83056,-6.478534,12.890041,-6.801262,-35.060894,-4.80633,1.7883554,-2.8837187,-2.3445334,-0.084268406,-4.4663744,0.74117607,-3.5327144,0.8930554,1.9975836,0.37373364,0
-9.728642,-1.9791682,-6.974577,5.019083,5.4531794,15.06719,15.081144,4.103012,-2.7757623,-0.49380478,-12.579404,-12.420135,-13.75804,25.57304,-26.023237,15.676609,-7.92228,11.763105,2.1253655,20.536993,-17.426657,4.135662,-27.803871,10.648488,1.3978648,-7.94956,-13.21847,5.266202,-8.76973,-3.9570737,10.297096,1.9822099,-21.897392,4.858487,-7.2176614,2.7686691,-1.0003791,12.136145,-9.199939,19.160614,9.348589,-0.11462426,-15.702156,32.65844,-9.04828,5.328639,0.93493557,-3.3310218,-2.7167199,1.3428669,-4.80633,1.7883554,-2.8837187,-2.3445334,-0.084268406,-4.4663744,0.74117607,-3.5327144,0.8930554,1.9975836,0.59765655,0
-0.8122245,11.826903,7.3849235,-13.223051,-4.507304,-4.5609,-5.7947297,-4.7856503,-5.725246,6.091424,-4.6604776,12.193521,-4.094517,10.49409,13.817612,4.218478,10.499176,-1.0146568,-5.8535914,-1.4948981,5.692081,40.15441,-10.269254,7.3671103,8.743908,1.1952755,11.293171,-5.3063703,-2.6352146,5.632911,-16.730099,-12.114826,33.485863,-12.828741,1.3402061,-2.346176,15.468616,10.751774,8.345076,3.7711587,-6.1671877,0.45729184,-22.911621,-5.4735627,-15.145958,9.698186,5.7620926,-32.26634,19.25252,-3.7685335,-4.80633,1.7883554,-2.8837187,-2.3445334,-0.084268406,-4.4663744,0.74117607,-3.5327144,0.8930554,1.9975836,0.8100268,0
4.8475204,-0.51130533,-17.536669,10.481083,-6.5540614,-5.4080124,9.553214,-10.217229,5.5602093,-12.547289,-0.0033015609,-7.0493765,4.9343166,-22.34634,9.946447,1.6421837,12.373335,7.8474503,-12.440967,-2.4506242,-13.803937,13.705534,20.171162,14.867061,-1.7062552,24.140837,12.3404455,-19.264944,21.784706,13.351149,-9.863014,-0.37610385,1.4927633,-1.5586983,9.391636,-2.2223244,-6.504797,9.114265,-17.341383,-15.269073,17.373032,6.672138,-1.9170843,1.172533,23.0505,15.213728,-10.352991,-4.1406965,-9.232808,18.25793,-4.80633,1.7883554,-2.8837187,-2.3445334,-0.084268406,-4.4663744,0.74117607,-3.5327144,0.8930554,1.9975836,0.5514652,0
-3.7599926,-6.9920797,-10.398907,-10.65884,-8.898638,0.70884037,-27.756731,7.8875313,3.454434,13.545007,16.45616,3.3721957,-10.484606,33.44404,9.358791,3.9958224,2.023629,11.5724,-6.5515,-26.245054,-14.396264,8.986181,24.068129,2.4641151,24.456232,7.0710917,2.932559,26.718796,8.325475,-18.413246,-0.6055758,-22.588795,-16.359621,-11.335847,11.884581,2.9130793,8.674168,-1.8584156,-18.221,-0.08608985,2.0586262,-8.556929,6.177509,-17.015898,1.7920072,-14.165248,10.097786,18.013586,13.37552,-7.0102215,-4.80633,1.7883554,-2.8837187,-2.3445334,-0.084268406,-4.4663744,0.74117607,-3.5327144,0.8930554,1.9975836,0.16930817,0
13.045659,28.227121,-24.965889,-10.728061,-2.701016,-1.5349948,-7.9368677,-13.631191,-31.952507,-6.770897,-6.4932876,-7.570472,-26.03451,8.300252,-22.41647,1.2001488,-21.970041,-5.57418,14.056391,13.658288,7.3160143,-19.980412,-38.162266,-11.31434,8.748007,-0.8356383,20.37801,-12.816599,-8.429212,8.722786,-5.3471937,-5.1619706,13.158758,16.506845,-5.568687,0.7423705,-9.965317,-1.3112445,-8.183099,-4.276396,8.584591,-15.230259,-3.3128734,11.6175785,-6.3382607,-4.4044495,18.357107,-10.982033,-31.500172,-25.27956,-4.80633,1.7883554,-2.8837187,-2.3445334,-0.084268406,-4.4663744,0.74117607,-3.5327144,0.8930554,1.9975836,0.119398445,0
10.633483,14.01427,-20.613533,3.0862486,-6.8470306,0.08064747,26.893831,17.892494,30.490028,7.8614817,0.9732806,4.6326485,-5.290659,-14.6281805,-19.224892,4.4843616,-6.9453936,10.332449,15.098515,9.155579,-7.149254,-12.53508,-14.973674,-3.570831,-7.010147,4.5811095,-11.599731,5.0562067,5.4093685,16.786182,-12.974976,10.188761,6.6788826,1.790114,14.737931,-8.693589,-22.213732,9.495838,-18.973507,7.9096317,17.305359,-9.5348625,-35.70583,6.3024635,-0.025456905,-0.47244483,-5.9430194,-25.789602,-12.660995,-4.760777,-4.80633,1.7883554,-2.8837187,-2.3445334,-0.084268406,-4.4663744,0.74117607,-3.5327144,0.8930554,1.9975836,0.802054,0
-7.824073,-7.6141567,-9.903362,-7.9115953,5.7406445,4.4939494,14.620766,0.22439802,5.18562,-16.733358,-17.426693,-9.663946,-12.982718,-14.62939,-4.741259,11.650874,-8.561996,-6.072524,-3.4851894,-14.795188,-5.1419277,-9.684032,9.887733,12.2690525,-7.6487007,1.8394959,-11.054649,-19.5296,-10.865362,3.8364902,-3.3002365,-9.525639,1.76929,-7.732525,-4.8599296,-39.803783,-18.88462,-25.470238,-0.81433487,19.028471,6.2926493,-1.1465473,15.814173,-5.959106,-33.3201,1.312862,-4.016001,1.0314705,-1.4432911,-12.501064,-4.80633,1.7883554,-2.8837187,-2.3445334,-0.084268406,-4.4663744,0.74117607,-3.5327144,0.8930554,1.9975836,0.78954417,0
-5.077794,4.10936,0.1806531,-3.769093,-19.227112,-5.307226,-3.8151648,11.1941805,18.95605,6.1146965,14.242198,6.2361965,-2.8325608,8.126209,-20.699516,-5.1038647,-9.973731,-3.842349,22.942831,7.894106,33.686024,11.920053,-8.390674,14.541768,-6.095029,35.695873,-11.331066,0.92765284,-23.494404,7.153488,-1.5509243,5.560891,-8.086239,2.2691238,-0.7087592,-2.037555,-3.6927,-1.7535858,-7.046483,6.4484367,-13.565962,20.382957,-20.626118,6.129323,-2.6545286,5.3433824,-15.463186,-0.025814533,-6.7303877,-16.214222,-4.80633,1.7883554,-2.8837187,-2.3445334,-0.084268406,-4.4663744,0.74117607,-3.5327144,0.8930554,1.9975836,0.897632,0
4.2067823,3.1869943,24.877552,-5.3845243,2.3983388,-8.096076,13.807947,23.728182,-5.284228,-18.16933,-17.273804,-4.814636,7.4188395,-9.088355,-6.679335,6.3811326,-14.256645,-15.590936,0.9207604,-26.130194,-8.738849,31.984438,-33.618103,12.795274,14.534033,-1.1122191,10.868516,-27.63118,-10.307413,4.118967,15.442968,-23.505407,20.751238,-5.640158,30.807133,12.038195,-13.081506,-2.5731082,-2.5937061,-2.6899922,-8.8984585,-6.7344737,-3.1431923,11.392977,-8.1807995,3.2232125,-2.6619034,3.953714,-7.71836,-16.16606,-4.80633,1.7883554,-2.8837187,-2.3445334,-0.084268406,-4.4663744,0.74117607,-3.5327144,0.8930554,1.9975836,0.06937261,0
4.484763,-4.372019,-5.920394,-16.403065,-4.851832,2.509862,-5.8493567,-0.9615102,-19.846851,5.930641,4.278124,-2.7172506,3.5752027,-13.631482,-7.5527782,12.755146,-9.561121,5.2478094,2.3220966,1.8720176,-8.981029,-9.693111,-7.8137217,6.3748655,11.81771,5.340109,2.1017847,-14.944327,-4.9920464,11.19889,9.837074,-0.823401,8.445277,10.964096,3.838058,-17.123873,-5.960547,-13.135866,-10.640964,2.811032,6.992743,0.3293147,-19.081673,-4.192748,-2.1113958,-3.2502265,-0.83244467,3.454483,1.129811,-16.12924,-4.80633,1.7883554,-2.8837187,-2.3445334,-0.084268406,-4.4663744,0.74117607,-3.5327144,0.8930554,1.9975836,0.57804614,0
-10.469965,2.5101893,-7.9587717,18.079163,6.6050873,-22.561125,-12.862519,-27.979862,13.905504,26.540722,23.575214,12.4349785,9.669756,3.4329193,-5.3823047,-2.0400934,-3.231575,11.845486,11.023246,-13.070761,0.63140917,5.077372,9.534083,4.9403934,-3.9289057,-3.3419812,-12.067659,-52.97517,11.674404,-2.055758,6.3568416,3.2354283,4.255029,7.0751987,-16.566502,2.8268943,38.700806,12.392616,16.126284,4.3567457,-2.3376412,14.80431,-12.387526,-17.111176,-26.838459,7.577218,-3.15491,-18.129051,-3.326799,-1.9497957,-4.80633,1.7883554,-2.8837187,-2.3445334,-0.084268406,-4.4663744,0.74117607,-3.5327144,0.8930554,1.9975836,0.9684637,0
7.088869,-6.283125,-14.18334,6.436077,-2.4215574,-18.107605,4.3958073,11.480339,-15.864559,14.554035,-6.021182,-0.2689035,-7.8004284,-0.13900304,-18.44734,24.323586,18.240026,8.058813,-1.105133,7.4593916,-0.5477123,-8.480404,13.412672,17.391897,4.6097054,18.834991,-28.386204,-14.502843,-5.112789,0.064367056,-5.014327,4.306593,-7.3663793,-12.265199,31.940006,-12.644201,16.015102,-0.85928535,5.7524533,11.872829,-1.2632957,34.96599,2.256506,0.58819366,6.8714867,-4.8668346,10.5708275,-22.585047,-0.23437715,12.883268,-4.80633,1.7883554,-2.8837187,-2.3445334,-0.084268406,-4.4663744,0.74117607,-3.5327144,0.8930554,1.9975836,0.06033256,0
